url,avg_f1,max_f1,avg_tpr,max_tpr,ens_tpr,ens_f1,knn_tpr,knn_f1,cumul_tpr,cumul_f1,kfp_tpr,kfp_f1
453hlx7nqc7zytlz.onion,0.191568711353,0.210526315789,0.214285714286,0.242857142857,0.214285714286,0.205479452055,0.171428571429,0.156862745098,0.242857142857,0.207317073171,0.228571428571,0.210526315789
4d5v4hh4mbisqiad.onion,0.472247823861,0.533333333333,0.490476190476,0.628571428571,0.657142857143,0.564417177914,0.314285714286,0.354838709677,0.528571428571,0.528571428571,0.628571428571,0.533333333333
4ewrwhxoviconusl.onion,0.0549082444476,0.0695652173913,0.047619047619,0.0571428571429,0.0571428571429,0.0727272727273,0.0571428571429,0.0555555555556,0.0285714285714,0.039603960396,0.0571428571429,0.0695652173913
4foucydw2gwrgolo.onion,0.123446722466,0.211180124224,0.133333333333,0.242857142857,0.128571428571,0.133333333333,0.0571428571429,0.0506329113924,0.242857142857,0.211180124224,0.1,0.108527131783
4yjes6zfucnh7vcj.onion,0.85473992674,0.923076923077,0.833333333333,0.942857142857,0.928571428571,0.928571428571,0.7,0.784,0.857142857143,0.857142857143,0.942857142857,0.923076923077
53nr2wn3ig7fr5ij.onion,0.87900042076,0.919708029197,0.847619047619,0.9,0.942857142857,0.963503649635,0.771428571429,0.8,0.9,0.919708029197,0.871428571429,0.917293233083
54ogum7gwxhtgiya.onion,0.995271867612,1.0,1.0,1.0,1.0,0.992907801418,1.0,0.992907801418,1.0,1.0,1.0,0.992907801418
5deqglhxcoy3gbx6.onion,0.767989843469,0.919708029197,0.728571428571,0.9,0.828571428571,0.828571428571,0.528571428571,0.627118644068,0.9,0.919708029197,0.757142857143,0.757142857143
5p6s4vkwdapnsiaw.onion,0.985914794425,1.0,0.995238095238,1.0,1.0,0.992907801418,0.985714285714,0.978723404255,1.0,1.0,1.0,0.979020979021
5r4bjnjug3apqdii.onion,0.978756225295,0.985714285714,0.985714285714,0.985714285714,0.985714285714,0.985714285714,0.985714285714,0.971830985915,0.985714285714,0.978723404255,0.985714285714,0.985714285714
5uainfj3jaiys3tk.onion,0.0930579674597,0.103703703704,0.0904761904762,0.1,0.1,0.102189781022,0.0857142857143,0.0794701986755,0.0857142857143,0.096,0.1,0.103703703704
5zf5yc2vwcnxgugv.onion,0.47636805379,0.63768115942,0.461904761905,0.628571428571,0.514285714286,0.514285714286,0.4,0.421052631579,0.628571428571,0.63768115942,0.357142857143,0.37037037037
65px7xq64qrib2fx.onion,0.847422002464,0.915492957746,0.861904761905,0.928571428571,0.914285714286,0.895104895105,0.757142857143,0.751773049645,0.928571428571,0.915492957746,0.9,0.875
67p4weg7hoowpvc3.onion,0.194167107975,0.381679389313,0.180952380952,0.357142857143,0.171428571429,0.190476190476,0.114285714286,0.116788321168,0.357142857143,0.381679389313,0.0714285714286,0.0840336134454
67qyszbzdlzc6lym.onion,0.902523032119,0.955223880597,0.833333333333,0.914285714286,0.928571428571,0.962962962963,0.728571428571,0.829268292683,0.857142857143,0.923076923077,0.914285714286,0.955223880597
